Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.test_pipeline#test_parse_named_pipeline_search_rag_path_kwarg_and_missing","search-rag path= kwarg + multi-word query; missing args raise","passed","19ms",,,"path= set; remaining positionals join as query passed (7ms)
 path= alone without query raises passed (5ms)
  single-token recipe rejects multi positional passed (6ms)
   Direct bind covers empty known / zip fallback passed (0s)","Pipeline","Multi-step chains",,"Pipeline","Multi-step chains","Named recipes"
"tests.test_hub_gaps#test_serve_keyboard_interrupt","serve() starts server then handles KeyboardInterrupt","passed","0s",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_coverage_gaps#test_settings_public_edges","settings: workspace path auto-root, api_key export, bad provider","passed","3ms",,,,"Test infrastructure","Coverage gaps",,"Test infrastructure","Coverage gaps",
"tests.test_tool_paths#test_sh_quote_embedded_quote","sh_quote escapes embedded single quotes","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Shell quoting"
"tests.test_tool_paths#test_sh_quote_safe","sh_quote leaves safe tokens unquoted","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Shell quoting"
"tests.test_security#test_sh_quote_blocks_injection","sh_quote neutralizes injection metacharacters as one token","passed","1ms",,,"Quote an injection payload passed (0s)
  quoted payload: 'foo; rm -rf / && echo $(whoami) | cat `id`' passed (0s)
 Verify it parses back to a single, inert argument passed (0s)","Security","Shell quoting",,"Security","Shell quoting","Shell quoting"
"tests.test_security#test_sh_quote_roundtrips_through_shell","sh_quote output round-trips through shlex.split for arbitrary strings","passed","289ms",,,,"Security","Shell quoting",,"Security","Shell quoting","Shell quoting"
"tests.test_tool_paths#test_sh_quote_unsafe","sh_quote wraps unsafe characters","passed","0s",,,"quoted: 'file with spaces' passed (0s)","Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Shell quoting"
"tests.test_security#test_shell_args_quotes_metacharacters","Shell argument quoter escapes metacharacters","passed","1ms",,,"Quote shell arguments with metacharacters passed (0s)
  dangerous arg: 'foo; rm -rf /' passed (0s)
  safe arg: safe-name passed (0s)
  spaced arg: 'two words' passed (0s)
 Verify quoting rules passed (0s)","Security","Shell quoting",,"Security","Shell quoting","Shell args"
"tests.test_settings#test_format_shell_export","Shell export emits OLLAMA_URL and OLLAMA_MODEL","passed","1ms",,,"Format shell export for Ollama settings passed (0s)
  shell export: export CHEAP_LLM_PROVIDER=""ollama"" | export CHEAP_LLM_URL=""http://localhost:11434"" | export CHEAP_LLM_MODEL=""llama3"" | export OLLAMA_URL=""http://localhost:11434"" | export OLLAMA_MODEL=""llama3"" passed (0s)
 Verify OLLAMA env exports passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Shell export"
"tests.test_settings#test_format_shell_export_masks_api_key","Shell export masks CHEAP_LLM_API_KEY by default and reveals on demand","passed","1ms",,,"Format without reveal passed (0s)
  masked export: export CHEAP_LLM_PROVIDER=""openai_compat"" | export CHEAP_LLM_URL=""https://api.example.com/v1"" | export CHEAP_LLM_MODEL=""gpt-x"" | export OLLAMA_URL=""https://api.example.com/v1"" | export OLLAMA_MODEL=""gpt-x"" | export CHEAP_LLM_API_KEY=""***"" passed (0s)
 Verify secret masked as *** passed (0s)
  Format with reveal=True passed (0s)
   Verify real secret printed passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Shell export"
"tests.test_settings#test_format_shell_export_no_key","Shell export omits key line when no api_key even with reveal","passed","0s",,,"Format with reveal=True and empty api_key passed (0s)
 Verify no CHEAP_LLM_API_KEY line passed (0s)","Configuration","Ollama settings",,"Configuration","Ollama settings","Shell export"
"tests.test_tool_paths#test_shell_args_nonempty","shell_args quotes non-empty extra args","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Shell args"
"tests.test_tool_paths#test_shell_args_empty","shell_args returns empty for blank extra args","passed","0s",,,,"Tool paths","Ripgrep resolution",,"Tool paths","Ripgrep resolution","Shell args"
"tests.test_usage#test_parse_since_variants","Since parser accepts relative and ISO date strings","passed","0s",,,"Parse relative and ISO since strings passed (0s)
  7d: 2026-07-15T16:26:10.461883+00:00 passed (0s)
  24h: 2026-07-21T16:26:10.461897+00:00 passed (0s)
  iso: 2026-01-01T00:00:00+00:00 passed (0s)
 Verify parsed datetimes passed (0s)","Greedy token","Usage telemetry",,"Greedy token","Usage telemetry","Time filter"
"tests.test_budget#test_spent_hint_all_tiers","spent_hint covers all executor tiers","passed","0s",,,,"Greedy token","Token budget",,"Greedy token","Token budget","Spent hints"
"tests.test_hub_gaps#test_static_root","static_root returns a path; falls back on resource error","passed","1ms",,,,"Hub","Hub gaps",,"Hub","Local ops dashboard",
"tests.test_wrappers#test_wrappers_stdout_only_are_read_only","Stdout-only Ollama wrappers are read_only for --execute","passed","0s",,,"Inspect audit-skill and classify-file passed (0s)
  stdout-only wrappers: { | ""audit-skill"": true, | ""classify-file"": true | } passed (0s)
 Verify PIPELINE_AUTO_RUN wrappers are read_only passed (0s)","Script wrappers","Workspace scripts",,"Script wrappers","Workspace scripts","Registry"
"tests.test_executors#test_execute_task_filtered_short_rg","Task executor appends RAG when filtered rg output is short","passed","1ms",,,,"Routing","Task execution",,"Routing","Task execution","Filtered output"
"tests.test_executors#test_execute_task_rag_fallback_on_weak_rg","Task executor falls back to RAG when ripgrep output is empty","passed","1ms",,,"Execute find task with empty ripgrep output passed (0s)
  output: rg: no useful matches for «missing-file.html» → fallback RAG | RAG hits for: baseUrl | 1. chunk passed (0s)
  used_rag_fallback: True passed (0s)
 Verify RAG fallback was used passed (0s)","Routing","Task execution",,"Routing","Task execution","RAG fallback"
"tests.test_executors#test_execute_task_cursor_refuses_execute","Task executor refuses --execute on cursor tier with guidance","passed","70ms",,,"Execute refactor task routed to cursor passed (69ms)
  decision: { | ""target"": ""cursor"", | ""exit_code"": 1 | } passed (0s)
  output: Refusing --execute: cursor tier requires expensive LLM (Agent chat). | Open new Cursor chat. | Task: refactor monolithic header shell layout | Before paste: greedy-token audit-context && greedy-token rag ""<topic>"" passed (0s)
 Verify cursor tier refuses execute with Agent chat guidance passed (0s)","Routing","Task execution",,"Routing","Task execution","Cursor tier"
"tests.test_executors#test_execute_task_filtered_sufficient","Task executor returns filtered rg output without RAG when sufficient","passed","1ms",,,,"Routing","Task execution",,"Routing","Task execution","Filtered output"
"tests.test_executors#test_execute_task_weak_rg_no_fallback","Task executor returns raw output when RAG fallback empty","passed","1ms",,,,"Routing","Task execution",,"Routing","Task execution","RAG fallback"
"tests.test_resource_probe#test_aggregate_budget_empty_log","test_aggregate_budget_empty_log","passed","1ms",,,,"tests","test_resource_probe",,,,
"tests.test_resource_probe#test_aggregate_budget_metered_and_cursor","test_aggregate_budget_metered_and_cursor","passed","1ms",,,,"tests","test_resource_probe",,,,
"tests.test_hub#test_api_crystal_detail","test_api_crystal_detail","passed","1ms",,,,"tests","test_hub",,,,
"tests.test_hub#test_api_health","test_api_health","passed","0s",,,,"tests","test_hub",,,,
"tests.test_hub#test_api_providers_catalog","test_api_providers_catalog","passed","1ms",,,,"tests","test_hub",,,,
"tests.test_hub#test_api_providers_local_models","test_api_providers_local_models","passed","1ms",,,,"tests","test_hub",,,,
"tests.test_hub#test_api_providers_missing_catalog","test_api_providers_missing_catalog","passed","0s",,,,"tests","test_hub",,,,
"tests.test_hub#test_api_summary_empty","test_api_summary_empty","passed","1ms",,,,"tests","test_hub",,,,
"tests.test_hub#test_api_summary_with_events","test_api_summary_with_events","passed","127ms",,,,"tests","test_hub",,,,
"tests.test_resource_probe#test_apply_budget_policy_cursor_warn","test_apply_budget_policy_cursor_warn","passed","16ms",,,,"tests","test_resource_probe",,,,
"tests.test_budget_policy#test_apply_budget_policy_metered_exhausted","test_apply_budget_policy_metered_exhausted","passed","237ms",,,,"tests","test_budget_policy",,,,
"tests.test_budget_policy#test_billing_tier_from_event_v2","test_billing_tier_from_event_v2","passed","1ms",,,,"tests","test_budget_policy",,,,
"tests.test_budget_policy#test_budget_settings_defaults","test_budget_settings_defaults","passed","1ms",,,,"tests","test_budget_policy",,,,
"tests.test_resource_probe#test_build_billing_event_fields","test_build_billing_event_fields","passed","0s",,,,"tests","test_resource_probe",,,,
"tests.test_resource_probe#test_build_route_event_has_billing_v2","test_build_route_event_has_billing_v2","passed","59ms",,,,"tests","test_resource_probe",,,,
"tests.test_resource_probe#test_cli_doctor_and_budget","test_cli_doctor_and_budget","passed","36ms",,,,"tests","test_resource_probe",,,,
"tests.test_budget_policy#test_cost_from_event_cursor_estimate","test_cost_from_event_cursor_estimate","passed","0s",,,,"tests","test_budget_policy",,,,
"tests.test_config_presets#test_cursor_catalog_has_no_anthropic_stub_in_yaml","test_cursor_catalog_has_no_anthropic_stub_in_yaml","passed","20ms",,,,"tests","test_config_presets",,,,
"tests.test_config_presets#test_cursor_catalog_paid_models_off","test_cursor_catalog_paid_models_off","passed","69ms",,,,"tests","test_config_presets",,,,
"tests.test_resource_probe#test_detect_hardware","test_detect_hardware","passed","2ms",,,,"tests","test_resource_probe",,,,
"tests.test_resource_probe#test_doctor_paid_recommendations","test_doctor_paid_recommendations","passed","23ms",,,,"tests","test_resource_probe",,,,
"tests.test_llm_invoke#test_expensive_allowed_with_env","test_expensive_allowed_with_env","passed","2ms",,,,"tests","test_llm_invoke",,,,
"tests.test_llm_invoke#test_expensive_blocked_without_opt_in","test_expensive_blocked_without_opt_in","passed","5ms",,,,"tests","test_llm_invoke",,,,
"tests.test_model_select#test_expensive_only_policy","test_expensive_only_policy","passed","4ms",,,,"tests","test_model_select",,,,
"tests.test_resource_probe#test_format_budget_line","test_format_budget_line","passed","1ms",,,,"tests","test_resource_probe",,,,
"tests.test_model_select#test_greedy_llm_model_id_env_override","test_greedy_llm_model_id_env_override","passed","8ms",,,,"tests","test_model_select",,,,
"tests.test_config_presets#test_init_user_config_from_preset_refuses_existing","test_init_user_config_from_preset_refuses_existing","passed","1ms",,,,"tests","test_config_presets",,,,
"tests.test_config_presets#test_init_user_config_from_preset_writes_file","test_init_user_config_from_preset_writes_file","passed","16ms",,,,"tests","test_config_presets",,,,
"tests.test_llm_invoke#test_invoke_profile_cheap","test_invoke_profile_cheap","passed","6ms",,,,"tests","test_llm_invoke",,,,
"tests.test_resource_probe#test_is_deprecated_openchat","test_is_deprecated_openchat","passed","11ms",,,,"tests","test_resource_probe",,,,
"tests.test_model_select#test_legacy_cheap_llm_without_llm_section","test_legacy_cheap_llm_without_llm_section","passed","3ms",,,,"tests","test_model_select",,,,
